"logFC","logCPM","F","PValue","FDR","Nhood","SpatialFDR"
1.13491769973063,10.6000670371225,2.41871809153458,0.120708273153504,0.198003901806974,39,0.187957743607151
-0.748721247543672,11.8756172240335,2.40384074848538,0.121853012183449,0.198003901806974,53,0.187957743607151
-0.756715444356468,10.9032302184451,2.4135202612961,0.121106856001454,0.198003901806974,252,0.187957743607151
-0.727256960553286,11.3130508709011,2.40237661784104,0.12196632095842,0.198003901806974,371,0.187957743607151
0.649400808560035,11.1164922417645,2.38233324710487,0.123529322540908,0.199705738107801,18,0.18981730701295
-0.765931234963637,11.5519170225444,2.36906740577519,0.124576069528446,0.200562302809283,5,0.19067825215523
0.767891564769893,11.7805645612603,2.361416685201,0.125184245213661,0.20070862455744,30,0.19067825215523
-0.771792050346794,11.4840334484255,2.33217374918536,0.127539556280718,0.203643406736291,381,0.19341252210298
-0.694999148309665,10.9614921067018,2.26091882276132,0.133488821675083,0.211402705346662,270,0.200377223075791
1.26364692819949,10.449273781882,2.26615406666692,0.133041295875597,0.211402705346662,380,0.200377223075791
-0.676825203933652,11.2715767648304,2.2405432274004,0.13524674311015,0.213316001328204,359,0.20221003613777
-0.726330719420065,11.9086634126109,2.22841180715735,0.136305728038812,0.214059156771996,41,0.202936131769472
-1.16631436984842,10.4470960999797,2.22254364634933,0.136821316699627,0.214059156771996,340,0.202936131769472
-0.717187987183473,11.715656745165,2.20087500272008,0.138744258160208,0.216195872153257,27,0.205261394544239
-0.747063580321263,11.4913176510705,2.16977341459137,0.141557717345322,0.219697577319941,69,0.208515130290863
-0.707385594949616,11.8785746376682,2.12869583673434,0.145372772027538,0.224719663532609,155,0.213400926483278
-0.644460762950328,10.9757776316454,2.08168824713864,0.149882004542001,0.230770705405937,268,0.219359791847044
0.633392902171182,12.0647977285105,2.04896476861821,0.153114700924598,0.234816221180806,172,0.223355026345785
