gene,wt_signed_log_p,ko_signed_log_p
Atat1,0.210160351526839,0.310255671530119
Gsn,0.20993838376526,0.313156717773334
Klhl22,0.209725627805104,-0.142952285372965
Icam1,0.20677224544013,0.65406526034533
Gdf11,0.206118973318825,0.120648831069116
Inhbb,0.20528152209692,0.556731031614986
Il10rb,0.205052437163341,-0.0222070612424464
Slc2a4,0.20455556578491,0.423439456570514
Rgs4,0.20442633144564,-3.87431747689676
Bok,0.20164456436452,-1.70547723606618
Vangl2,0.201213905753343,-0.0545392422141625
Ppp3cb,0.20000689697917,0.963783968697789
Yap1,0.199349972651975,0.0187952646925955
Ninj1,0.198515561991244,-0.0456024190036587
Ppp2r3a,0.198502422925462,-0.140946328771254
Lgr5,0.196767377875257,0.207483389422596
Dll1,0.196515139410248,-0.914798554310851
Gpr155,0.195312658425767,-0.619506895666173
Slc9a1,0.195076574140853,0.0138836334903602
Pdgfc,0.19397418770182,0.105280752015922
Cpne1,0.192887356448367,-0.127714148336088
Trim56,0.192775844428862,-0.198030844490613
Ssh1,0.192644836088499,-0.351073302671418
Por,0.189673273869946,-0.546417823767149
Sod1,0.189613350150031,-0.50179578141481
Mfng,0.189038164849134,-0.228116508193024
Plcb1,0.188573369863918,-1.060840214599
Tbx1,0.188108867336662,-1.77951532594553
Mid1,0.187742713146312,-0.549860574604985
Nampt,0.187050158164794,-0.0216180005241525
Mlst8,0.185349602634158,0.196509993183277
Ccdc88c,0.18515308691776,-0.302173535196174
Wnt5a,0.182347112116493,-2.05817509403817
Dapk3,0.181879111523228,1.5971634665388
Rnf185,0.181645024563906,-1.10400504970415
Spin4,0.180433705328014,-0.725850504923697
Acta2,0.178968012077938,-0.634012533637503
Ccdc134,0.178670808637468,-0.847259016846195
Neo1,0.177480855270011,1.35443922647894
Bad,0.175271655047698,0.0876602863315409
Akap12,0.172516137412092,0.689291702900266
Znhit1,0.172287129508668,0.15151947710823
Trim39,0.172278950445328,0.607588478635274
Necab2,0.171508956264463,-0.38649536940937
Rnf13,0.170703446059039,-2.35914981269784
Pim2,0.169853633930715,-1.39752053991941
Fbxw7,0.164358158348763,-0.0290449680240439
Frs2,0.162495007754209,0.208172842160046
Picalm,0.161019198677903,0.520319913331223
Peli2,0.159769275821043,0.495573924902207
Bmp2,0.159309541958125,0.829916215417754
Kdr,0.158400932839342,-0.447952060192411
Ccdc88a,0.156502812547332,0.239562323122354
Cd44,0.155933170481799,-0.0394805291736533
Smarcb1,0.154911037755114,-0.181987187285733
Cenpj,0.154901162835331,-0.175576943515071
F10,0.154702198173014,-0.0406279641888624
Crebrf,0.154485882517926,-0.0694235439385189
Scel,0.153122975815483,-0.456187352561058
Tifa,0.153098097455551,0.120498505943455
Cyba,0.151119249647839,-0.505236404606474
Dcc,0.150618817240594,-0.632012624549276
Rwdd3,0.149327856506868,0.38863282901536
Tsc2,0.147922853687692,-0.819062075256109
Mt3,0.145613594800395,-0.102378508904391
Cd14,0.143476650036356,-2.42837701980662
Fgfbp3,0.142273146151597,0.0791311818533492
Pcsk5,0.140752482539437,1.39767638011642
Trp53,0.139657896498117,0.336955929113496
Srpx,0.139055643098036,-0.235500187270609
Ccn2,0.137558747278157,-0.12140032351987
Bmp2k,0.135736831790999,0.13832496611179
Trim41,0.13505573207646,-0.0842391418327326
Neto2,0.134247172213135,-0.246730914929491
Jmjd8,0.132194730008425,0.370490600678544
Apoe,0.130366058822137,-6.55275352550711
Pdcd10,0.128256203297708,0.837800153351603
Siah1b,0.128092232114106,1.15862889943642
Irak3,0.127309184180325,-0.192722647936916
Vwf,0.126908948744282,0.677155024855202
Erbb2,0.12670892522674,-0.692469649763063
Nod1,0.12670892522674,-0.643860318075883
Stk36,0.126697760465425,-0.0648789254917172
Uchl5,0.124785727895443,-0.224941697771374
Cherp,0.124254434202614,-0.494645198773858
Tedc2,0.124097276296318,0.0349628361433377
Nenf,0.122641995405147,0.111268197064479
Neu3,0.121488815797898,-1.16349540333554
Hpse,0.120821859557682,-1.81527921144993
Map3k7,0.118141466883287,0.0969275937467835
Sh3rf1,0.117566127391924,0.676842321077257
Tyk2,0.115642852824025,-0.0843840722356344
Glce,0.115279596523324,0.0315560967410328
Adcyap1r1,0.114560356711201,-0.292710496841786
Cd3e,0.114560356711201,0
Itgal,0.114560356711201,0.441284543858363
Srarp,0.114560356711201,0
Amh,0.114528901506812,-0.0321242881488188
Nepro,0.113278979565269,-0.54337298242551
Abl2,0.112649708815381,-0.103043405728081
P2ry12,0.110848311676989,0.0185601978055136
Cd8a,0.110424351746045,-0.258957942783784
Ddit3,0.107949561959207,0.143618891068927
Zranb1,0.10694477086689,3.71434059390434
Fzd8,0.105244363049869,0.0164313836782558
Klhdc10,0.103040639106769,0.473461343452394
Adrm1,0.101793996197342,0.154931402364495
Zbtb7b,0.100701561456437,-1.21867517568399
Csnk2b,0.0998809830844588,0.0785382385796926
Dusp19,0.0967708950298043,-0.697663919698369
Htra2,0.094202621909994,0.0299692285410683
Eef1e1,0.0937568490612397,-0.744322816756817
Marcks,0.0937115757489988,-1.64032287068694
Ly96,0.093174633854518,0.0398748514939988
Pibf1,0.0930592412099147,0.146276788898341
Brcc3,0.0917144355804761,0.0404204457786858
Tbk1,0.0916070724651029,0.183079305949697
Dbn1,0.0915347368761496,1.90994327210632
Psen1,0.0908823029818244,-0.38952946851403
Pdgfra,0.0896241957603137,-0.454783495782752
Itpkb,0.0885156223328384,0.848849879266145
Apoa1,0.0883377067113879,0.82535836917776
Parp14,0.0879216774593929,0.513544008486567
Lfng,0.0875333924270952,0.105574084299801
Fasl,0.0864665466997208,-0.777364330577808
Fgf8,0.0864665466997208,-0.193147957181626
G0s2,0.0864665466997208,0.829916215417754
Ihh,0.0864665466997208,-0.622132338020589
Prrx2,0.0864665466997208,-0.777364330577808
Ptger4,0.0864665466997208,-0.777364330577808
Stambpl1,0.0864665466997208,0.327993190309052
